2011,3,3,3,10,-14,0,1028,NW,102.81,0,0
2011,3,3,4,8,-14,-1,1028,NW,107.73,0,0
2011,3,3,5,8,-14,-2,1028,NW,110.86,0,0
2011,3,3,6,9,-14,-2,1028,NW,114.88,0,0
2011,3,3,7,10,-14,-1,1028,NW,119.8,0,0
2011,3,3,8,13,-15,1,1029,NW,124.72,0,0
2011,3,3,9,13,-16,3,1029,NW,130.53,0,0
2011,3,3,10,26,-16,4,1029,NW,137.68,0,0
2011,3,3,11,15,-17,6,1028,NW,144.83,0,0
2011,3,3,12,19,-17,6,1028,NW,151.98,0,0
2011,3,3,13,18,-17,7,1027,NW,159.13,0,0
2011,3,3,14,16,-17,8,1026,NW,166.28,0,0
2011,3,3,15,15,-17,9,1025,NW,172.09,0,0
2011,3,3,16,12,-16,9,1025,NW,179.24,0,0
2011,3,3,17,17,-15,9,1024,NW,185.05,0,0
2011,3,3,18,9,-15,8,1024,NW,189.97,0,0
2011,3,3,19,9,-14,7,1025,NW,195.78,0,0
2011,3,3,20,11,-14,6,1025,NW,200.7,0,0
2011,3,3,21,37,-14,6,1026,NW,205.62,0,0
2011,3,3,22,36,-13,5,1026,SE,3.13,0,0
2011,3,3,23,40,-13,4,1025,NW,3.13,0,0
2011,3,4,0,43,-13,3,1025,NW,6.26,0,0
2011,3,4,1,48,-10,-2,1026,cv,0.89,0,0
2011,3,4,2,46,-10,-2,1026,cv,1.34,0,0
2011,3,4,3,45,-10,-3,1025,cv,2.23,0,0
2011,3,4,4,46,-10,-5,1025,NW,1.79,0,0
2011,3,4,5,52,-10,-3,1025,NW,2.68,0,0
2011,3,4,6,69,-10,-5,1025,NE,0.89,0,0
2011,3,4,7,105,-10,-3,1025,SE,1.79,0,0
2011,3,4,8,83,-9,-1,1025,NE,0.89,0,0
2011,3,4,9,51,-10,4,1025,cv,0.89,0,0
2011,3,4,10,43,-12,5,1025,NW,1.79,0,0
2011,3,4,11,57,-12,8,1025,cv,0.89,0,0
2011,3,4,12,57,-13,9,1024,NW,1.79,0,0
2011,3,4,13,55,-12,10,1022,cv,0.89,0,0
2011,3,4,14,51,-13,12,1021,cv,2.68,0,0
2011,3,4,15,46,-14,12,1020,SE,3.13,0,0
2011,3,4,16,42,-14,11,1019,SE,8.05,0,0
2011,3,4,17,55,-13,11,1019,SE,12.07,0,0
2011,3,4,18,58,-12,8,1019,SE,16.09,0,0
2011,3,4,19,68,-10,7,1020,SE,17.88,0,0
2011,3,4,20,91,-10,6,1020,SE,19.67,0,0
2011,3,4,21,89,-9,6,1020,SE,21.46,0,0
2011,3,4,22,59,-9,5,1020,SE,25.48,0,0
2011,3,4,23,66,-9,5,1019,SE,29.5,0,0
2011,3,5,0,69,-8,6,1018,SE,34.42,0,0
2011,3,5,1,56,-8,6,1018,SE,39.34,0,0
2011,3,5,2,61,-8,5,1018,SE,43.36,0,0
2011,3,5,3,62,-7,5,1017,SE,47.38,0,0
2011,3,5,4,74,-7,5,1018,SE,52.3,0,0
2011,3,5,5,82,1,5,1017,SE,55.43,0,0
2011,3,5,6,77,-5,4,1016,SE,57.22,0,0
2011,3,5,7,82,-5,2,1016,SE,58.11,0,0
2011,3,5,8,79,-4,4,1017,SE,61.24,0,0
2011,3,5,9,91,-5,6,1017,SE,64.37,0,0
2011,3,5,10,96,-5,7,1017,cv,0.89,0,0
2011,3,5,11,109,-5,8,1017,cv,1.78,0,0
2011,3,5,12,106,-5,9,1016,cv,2.67,0,0
2011,3,5,13,109,-4,11,1015,cv,4.46,0,0
2011,3,5,14,136,-4,12,1014,SE,3.13,0,0
2011,3,5,15,133,-4,13,1014,SE,7.15,0,0
2011,3,5,16,92,-5,13,1014,SE,11.17,0,0
2011,3,5,17,90,-5,13,1014,SE,12.96,0,0
2011,3,5,18,92,-5,10,1015,cv,0.89,0,0
2011,3,5,19,108,-4,7,1016,NE,1.79,0,0
2011,3,5,20,122,-5,6,1017,cv,0.89,0,0
2011,3,5,21,130,-4,4,1018,NW,1.79,0,0
2011,3,5,22,142,-4,3,1019,cv,0.89,0,0
2011,3,5,23,129,-9,6,1020,NW,3.13,0,0
2011,3,6,0,55,-11,6,1021,NW,6.26,0,0
2011,3,6,1,20,-12,7,1021,NW,9.39,0,0
2011,3,6,2,15,-12,8,1021,NW,14.31,0,0
2011,3,6,3,14,-12,7,1022,NW,21.46,0,0
2011,3,6,4,12,-11,7,1022,NW,31.29,0,0
2011,3,6,5,12,-10,6,1022,NW,40.23,0,0
2011,3,6,6,24,-10,5,1024,NW,51.41,0,0
2011,3,6,7,6,-10,5,1025,NW,58.56,0,0
2011,3,6,8,19,-10,5,1026,NW,63.48,0,0
2011,3,6,9,13,-10,5,1026,NW,67.5,0,0
2011,3,6,10,18,-11,7,1026,NW,74.65,0,0
2011,3,6,11,14,-13,8,1026,NE,7.15,0,0
2011,3,6,12,16,-16,10,1026,NW,8.94,0,0
2011,3,6,13,15,-16,10,1024,NE,5.81,0,0
2011,3,6,14,11,-16,11,1023,NW,5.81,0,0
2011,3,6,15,12,-16,11,1024,NW,11.62,0,0
2011,3,6,16,17,-17,11,1023,NE,4.92,0,0
2011,3,6,17,14,-17,10,1023,NE,8.94,0,0
2011,3,6,18,10,-17,9,1023,NW,7.15,0,0
2011,3,6,19,7,-16,7,1024,NW,12.96,0,0
2011,3,6,20,NA,-16,4,1025,NW,17.88,0,0
2011,3,6,21,NA,-18,5,1026,NW,22.8,0,0
2011,3,6,22,NA,-18,4,1026,NW,25.93,0,0
2011,3,6,23,NA,-16,1,1027,NW,27.72,0,0
2011,3,7,0,NA,-15,3,1027,NW,30.85,0,0
2011,3,7,1,NA,-13,2,1027,NW,32.64,0,0
2011,3,7,2,NA,-13,4,1026,NW,37.56,0,0
2011,3,7,3,9,-14,3,1026,NW,44.71,0,0
2011,3,7,4,11,-15,3,1026,NW,50.52,0,0
2011,3,7,5,20,-15,1,1026,cv,0.89,0,0
2011,3,7,6,14,-16,1,1026,NW,4.02,0,0
2011,3,7,7,16,-16,2,1026,NW,8.94,0,0
2011,3,7,8,21,-14,4,1027,NW,16.09,0,0
2011,3,7,9,17,-14,5,1027,NW,24.14,0,0
2011,3,7,10,15,-14,7,1026,NW,32.19,0,0
2011,3,7,11,15,-14,8,1025,NW,39.34,0,0
2011,3,7,12,19,-14,9,1024,NW,47.39,0,0
2011,3,7,13,15,-14,10,1022,NW,55.44,0,0
2011,3,7,14,12,-14,11,1021,NW,62.59,0,0
2011,3,7,15,22,-14,10,1020,NW,72.42,0,0
2011,3,7,16,16,-17,10,1020,NW,81.36,0,0
2011,3,7,17,22,-18,10,1020,NW,90.3,0,0
2011,3,7,18,9,-17,9,1020,NW,99.24,0,0
2011,3,7,19,16,-16,7,1020,NW,104.16,0,0
2011,3,7,20,23,-15,7,1020,NW,108.18,0,0
2011,3,7,21,46,-15,4,1020,NW,109.97,0,0
2011,3,7,22,35,-15,6,1021,NW,114.89,0,0
2011,3,7,23,33,-15,5,1021,NW,122.04,0,0
2011,3,8,0,NA,-16,5,1022,NW,129.19,0,0
2011,3,8,1,25,-17,4,1022,NW,135,0,0
2011,3,8,2,10,-16,2,1021,NW,139.92,0,0
2011,3,8,3,11,-18,4,1021,NW,147.97,0,0
2011,3,8,4,13,-16,3,1022,NW,153.78,0,0
2011,3,8,5,14,-15,2,1022,NW,158.7,0,0
2011,3,8,6,18,-15,2,1023,NW,164.51,0,0
2011,3,8,7,16,-15,2,1023,NW,170.32,0,0
2011,3,8,8,21,-16,4,1024,NW,178.37,0,0
2011,3,8,9,19,-15,5,1024,NW,185.52,0,0
2011,3,8,10,20,-15,5,1024,NE,4.92,0,0
2011,3,8,11,16,-16,6,1024,NE,8.94,0,0
2011,3,8,12,17,-17,8,1023,cv,1.79,0,0
2011,3,8,13,19,-18,8,1022,NW,3.13,0,0
2011,3,8,14,16,-17,9,1021,cv,1.79,0,0
2011,3,8,15,21,-16,8,1021,SE,3.13,0,0
2011,3,8,16,24,-16,9,1021,SE,4.92,0,0
2011,3,8,17,24,-16,9,1021,cv,0.89,0,0
2011,3,8,18,16,-15,7,1021,NE,3.13,0,0
2011,3,8,19,15,-17,6,1023,NW,3.13,0,0
2011,3,8,20,18,-19,7,1024,NW,8.05,0,0
2011,3,8,21,14,-18,5,1025,NW,11.18,0,0
2011,3,8,22,10,-17,6,1026,NW,16.1,0,0
2011,3,8,23,7,-17,5,1027,NW,24.15,0,0
2011,3,9,0,NA,-16,4,1028,NW,29.07,0,0
2011,3,9,1,6,-16,4,1029,NW,36.22,0,0
2011,3,9,2,7,-16,3,1030,NW,42.03,0,0
2011,3,9,3,7,-16,2,1029,NW,47.84,0,0
2011,3,9,4,9,-16,2,1030,NW,53.65,0,0
2011,3,9,5,10,-15,2,1030,NW,58.57,0,0
2011,3,9,6,19,-14,-2,1030,NW,61.7,0,0
2011,3,9,7,31,-12,1,1031,NE,0.89,0,0
2011,3,9,8,35,-14,2,1031,NE,2.68,0,0
2011,3,9,9,34,-15,5,1031,NW,1.79,0,0
2011,3,9,10,21,-16,6,1031,NW,3.58,0,0
2011,3,9,11,19,-16,8,1030,NW,6.71,0,0
2011,3,9,12,15,-17,9,1029,NW,12.52,0,0
2011,3,9,13,17,-17,11,1028,NW,18.33,0,0
2011,3,9,14,16,-17,12,1026,NW,25.48,0,0
2011,3,9,15,24,-17,12,1025,NW,34.42,0,0
2011,3,9,16,17,-19,12,1024,NW,43.36,0,0
2011,3,9,17,12,-18,12,1024,NW,52.3,0,0
2011,3,9,18,12,-17,12,1023,NW,57.22,0,0
2011,3,9,19,18,-17,11,1024,NW,59.01,0,0
2011,3,9,20,34,-15,9,1024,SE,4.02,0,0
2011,3,9,21,35,-15,9,1024,SE,7.15,0,0
2011,3,9,22,36,-15,8,1024,SE,8.94,0,0
2011,3,9,23,46,-14,7,1023,SE,12.07,0,0
2011,3,10,0,66,-13,5,1023,cv,1.79,0,0
2011,3,10,1,51,-11,0,1024,NW,1.79,0,0
2011,3,10,2,58,-13,0,1024,NW,4.92,0,0
2011,3,10,3,79,-11,-1,1024,NE,0.89,0,0
2011,3,10,4,80,-11,-1,1024,NW,3.13,0,0
2011,3,10,5,74,-12,-1,1024,NW,4.92,0,0
2011,3,10,6,72,-12,-1,1024,NW,6.71,0,0
2011,3,10,7,83,-11,-2,1025,cv,0.89,0,0
2011,3,10,8,112,-12,3,1025,cv,1.78,0,0
2011,3,10,9,61,-12,7,1025,NE,1.79,0,0
2011,3,10,10,54,-14,10,1025,NE,3.58,0,0
2011,3,10,11,46,-15,12,1024,cv,0.89,0,0
2011,3,10,12,36,-14,13,1023,cv,4.02,0,0
2011,3,10,13,27,-14,14,1022,NW,3.13,0,0
2011,3,10,14,19,-15,16,1020,NW,11.18,0,0
2011,3,10,15,26,-14,16,1019,NW,18.33,0,0
2011,3,10,16,22,-14,16,1019,NW,24.14,0,0
2011,3,10,17,14,-15,16,1018,NW,29.06,0,0
2011,3,10,18,9,-15,13,1019,NW,32.19,0,0
2011,3,10,19,26,-16,10,1020,NW,37.11,0,0
2011,3,10,20,25,-17,10,1021,NE,0.89,0,0
2011,3,10,21,38,-17,8,1021,NE,2.68,0,0
2011,3,10,22,43,-17,9,1022,NW,1.79,0,0
2011,3,10,23,48,-15,6,1022,NE,1.79,0,0
2011,3,11,0,48,-16,6,1022,NW,1.79,0,0
2011,3,11,1,47,-14,2,1022,cv,0.89,0,0
2011,3,11,2,40,-14,1,1022,NW,1.79,0,0
2011,3,11,3,40,-14,1,1021,NW,4.92,0,0
2011,3,11,4,44,-12,0,1021,cv,0.89,0,0
2011,3,11,5,26,-9,-1,1021,NE,0.89,0,0
2011,3,11,6,26,-10,-1,1021,NW,1.79,0,0
2011,3,11,7,30,-13,0,1021,NW,3.58,0,0
2011,3,11,8,85,-12,3,1021,NW,4.47,0,0
2011,3,11,9,92,-12,6,1021,cv,0.89,0,0
2011,3,11,10,99,-13,9,1020,SE,3.13,0,0
2011,3,11,11,109,-13,10,1019,SE,6.26,0,0
2011,3,11,12,92,-13,11,1018,SE,9.39,0,0
2011,3,11,13,80,-14,12,1016,SE,12.52,0,0
2011,3,11,14,85,-13,14,1015,SE,15.65,0,0
2011,3,11,15,95,-11,14,1013,SE,19.67,0,0
2011,3,11,16,116,-9,13,1013,SE,22.8,0,0
2011,3,11,17,110,-7,13,1012,SE,25.93,0,0
2011,3,11,18,108,-7,10,1012,cv,0.89,0,0
2011,3,11,19,132,-7,8,1012,cv,1.78,0,0
2011,3,11,20,156,-7,6,1012,cv,2.67,0,0
2011,3,11,21,166,-6,5,1012,SE,1.79,0,0
2011,3,11,22,196,-5,5,1012,SE,3.58,0,0
2011,3,11,23,209,-6,5,1012,cv,0.89,0,0
2011,3,12,0,263,-6,5,1012,cv,1.78,0,0
2011,3,12,1,248,-5,3,1012,SE,0.89,0,0
2011,3,12,2,253,-3,2,1011,SE,1.78,0,0
2011,3,12,3,258,-4,3,1010,cv,0.45,0,0
2011,3,12,4,263,-4,2,1009,cv,0.9,0,0
2011,3,12,5,266,-3,1,1009,cv,1.35,0,0
2011,3,12,6,274,-5,1,1009,NW,1.79,0,0
2011,3,12,7,272,-5,2,1010,NW,3.58,0,0
2011,3,12,8,271,-4,3,1010,NW,5.37,0,0
2011,3,12,9,250,-5,6,1010,NE,1.79,0,0
2011,3,12,10,254,-5,9,1010,cv,0.89,0,0
2011,3,12,11,243,-5,11,1009,cv,1.78,0,0
2011,3,12,12,241,-4,13,1008,SE,1.79,0,0
2011,3,12,13,241,-3,14,1008,SE,3.58,0,0
2011,3,12,14,236,-3,16,1007,SE,6.71,0,0
2011,3,12,15,225,-3,17,1007,SE,9.84,0,0
2011,3,12,16,225,-3,17,1007,SE,12.97,0,0
2011,3,12,17,228,-3,16,1007,SE,14.76,0,0
2011,3,12,18,272,-3,13,1007,SE,15.65,0,0
2011,3,12,19,272,-2,11,1008,SE,16.54,0,0
2011,3,12,20,367,-2,10,1008,NE,0.89,0,0
2011,3,12,21,416,-1,7,1009,SE,0.89,0,0
2011,3,12,22,415,-2,6,1009,NE,0.89,0,0
2011,3,12,23,360,-2,6,1009,cv,0.89,0,0
2011,3,13,0,379,-3,4,1009,NE,0.89,0,0
2011,3,13,1,377,-2,4,1009,cv,0.89,0,0
2011,3,13,2,400,-2,4,1009,NW,1.79,0,0
2011,3,13,3,368,-2,4,1008,NW,3.58,0,0
2011,3,13,4,351,-3,3,1008,cv,0.89,0,0
2011,3,13,5,339,-2,3,1008,cv,1.78,0,0
2011,3,13,6,320,-3,4,1009,NW,1.79,0,0
2011,3,13,7,339,-2,4,1010,NW,3.58,0,0
2011,3,13,8,332,-2,6,1010,NW,7.6,0,0
2011,3,13,9,318,-2,9,1011,NW,10.73,0,0
2011,3,13,10,267,-3,13,1012,NW,14.75,0,0
2011,3,13,11,164,-4,15,1012,NW,19.67,0,0
2011,3,13,12,42,-5,18,1012,NW,25.48,0,0
2011,3,13,13,27,-6,19,1012,NW,32.63,0,0
2011,3,13,14,31,-6,19,1011,NW,39.78,0,0
2011,3,13,15,25,-6,18,1012,NW,48.72,0,0
2011,3,13,16,24,-6,17,1013,NW,57.66,0,0
2011,3,13,17,20,-6,15,1015,NE,8.05,0,0
2011,3,13,18,16,-9,12,1018,NE,17.88,0,0
2011,3,13,19,16,-11,10,1020,NE,27.71,0,0
2011,3,13,20,17,-12,9,1023,NW,8.94,0,0
2011,3,13,21,13,-12,8,1024,NE,9.83,0,0
2011,3,13,22,11,-15,7,1025,NW,11.18,0,0
2011,3,13,23,9,-16,7,1026,NW,21.01,0,0
2011,3,14,0,8,-14,6,1027,NE,7.15,0,0
2011,3,14,1,6,-16,6,1028,NE,15.2,0,0
2011,3,14,2,7,-15,5,1028,NW,7.15,0,0
2011,3,14,3,9,-15,5,1029,NW,12.96,0,0
2011,3,14,4,8,-15,5,1029,NW,17.88,0,0
2011,3,14,5,8,-15,4,1030,NW,21.9,0,0
2011,3,14,6,8,-15,4,1030,NW,26.82,0,0
2011,3,14,7,8,-15,4,1031,NW,31.74,0,0
2011,3,14,8,12,-15,5,1031,NW,38.89,0,0
2011,3,14,9,21,-16,6,1031,NW,46.04,0,0
2011,3,14,10,18,-19,6,1031,NW,54.09,0,0
2011,3,14,11,13,-19,7,1030,NW,62.14,0,0
2011,3,14,12,25,-19,8,1030,NW,71.97,0,0
2011,3,14,13,22,-20,8,1029,NW,79.12,0,0
2011,3,14,14,21,-18,9,1028,NW,84.93,0,0
2011,3,14,15,23,-19,9,1027,NW,92.08,0,0
2011,3,14,16,25,-20,8,1027,NW,100.13,0,0
2011,3,14,17,17,-20,8,1027,NW,108.18,0,0
2011,3,14,18,12,-19,8,1027,NW,115.33,0,0
2011,3,14,19,16,-18,8,1027,NW,120.25,0,0
2011,3,14,20,18,-17,8,1028,NW,128.3,0,0
2011,3,14,21,17,-18,7,1029,NW,140.37,0,0
2011,3,14,22,17,-18,6,1030,NW,155.57,0,0
2011,3,14,23,14,-19,5,1031,NW,165.4,0,0
2011,3,15,0,16,-18,5,1031,NW,173.45,0,0
2011,3,15,1,17,-17,4,1030,NW,181.5,0,0
2011,3,15,2,9,-17,3,1030,NW,189.55,0,0
2011,3,15,3,9,-16,3,1029,NW,196.7,0,0
2011,3,15,4,9,-16,2,1029,NW,203.85,0,0
2011,3,15,5,11,-18,2,1029,NW,215.03,0,0
2011,3,15,6,14,-19,2,1030,NW,224.86,0,0
2011,3,15,7,13,-19,1,1030,NW,233.8,0,0
2011,3,15,8,12,-19,2,1031,NW,242.74,0,0
2011,3,15,9,16,-19,3,1031,NW,252.57,0,0
2011,3,15,10,11,-20,4,1030,NW,261.51,0,0
2011,3,15,11,18,-20,6,1028,NW,267.32,0,0
2011,3,15,12,21,-19,6,1027,NW,271.34,0,0
2011,3,15,13,22,-20,7,1026,NW,274.47,0,0
2011,3,15,14,23,-19,9,1024,NW,280.28,0,0
2011,3,15,15,16,-19,9,1023,NW,286.09,0,0
2011,3,15,16,21,-19,10,1022,NW,295.92,0,0
2011,3,15,17,19,-19,9,1022,NW,305.75,0,0
2011,3,15,18,19,-18,9,1022,NW,312.9,0,0
2011,3,15,19,18,-19,7,1023,NW,321.84,0,0
2011,3,15,20,16,-16,6,1025,NW,331.67,0,0
2011,3,15,21,14,-16,5,1026,NW,339.72,0,0
2011,3,15,22,23,-15,5,1026,NW,345.53,0,0
2011,3,15,23,16,-17,5,1026,NW,351.34,0,0
2011,3,16,0,18,-16,4,1026,NW,356.26,0,0
2011,3,16,1,17,-15,1,1026,cv,0.89,0,0
2011,3,16,2,7,-13,1,1026,NE,3.13,0,0
2011,3,16,3,7,-13,1,1025,NW,1.79,0,0
2011,3,16,4,19,-11,0,1025,NE,4.02,0,0
2011,3,16,5,15,-11,-1,1026,NE,7.15,0,0
2011,3,16,6,23,-13,-1,1026,cv,0.89,0,0
2011,3,16,7,24,-11,-2,1026,SE,1.79,0,0
2011,3,16,8,19,-15,2,1027,NE,3.13,0,0
2011,3,16,9,33,-14,3,1027,NE,4.92,0,0
2011,3,16,10,32,-14,6,1026,SE,1.79,0,0
2011,3,16,11,30,-14,6,1026,NW,1.79,0,0
2011,3,16,12,26,-14,7,1025,cv,1.79,0,0
2011,3,16,13,45,-14,9,1024,SE,4.02,0,0
2011,3,16,14,40,-13,10,1022,SE,8.04,0,0
2011,3,16,15,37,-13,11,1021,SE,12.96,0,0
2011,3,16,16,27,-13,11,1021,SE,16.98,0,0
2011,3,16,17,27,-13,10,1020,SE,21,0,0
2011,3,16,18,44,-13,9,1020,SE,25.02,0,0
2011,3,16,19,79,-12,7,1021,SE,26.81,0,0
2011,3,16,20,117,-11,5,1021,SE,28.6,0,0
2011,3,16,21,70,-12,4,1021,SE,30.39,0,0
2011,3,16,22,76,-11,3,1022,cv,0.89,0,0
2011,3,16,23,90,-13,2,1022,cv,1.78,0,0
2011,3,17,0,105,-12,1,1021,NE,0.89,0,0
2011,3,17,1,125,-9,2,1021,SE,1.79,0,0
2011,3,17,2,138,-7,2,1021,SE,4.92,0,0
2011,3,17,3,128,-8,1,1021,NW,0.89,0,0
2011,3,17,4,110,-9,-1,1021,NW,2.68,0,0
2011,3,17,5,109,-10,-2,1021,NW,4.47,0,0
2011,3,17,6,105,-9,-3,1021,NW,6.26,0,0
2011,3,17,7,104,-9,-2,1021,NW,7.15,0,0
2011,3,17,8,107,-9,2,1021,NE,0.89,0,0
2011,3,17,9,101,-6,5,1021,SE,1.79,0,0
2011,3,17,10,115,-6,8,1020,cv,1.79,0,0
2011,3,17,11,116,-6,10,1020,SE,3.13,0,0
2011,3,17,12,132,-5,11,1019,cv,1.79,0,0
2011,3,17,13,135,-5,13,1018,SE,4.02,0,0
2011,3,17,14,123,-6,15,1016,SE,7.15,0,0
2011,3,17,15,112,-8,16,1015,SE,11.17,0,0
2011,3,17,16,96,-10,17,1014,SE,15.19,0,0
2011,3,17,17,96,-12,16,1014,SE,19.21,0,0
2011,3,17,18,90,-10,14,1013,cv,0.89,0,0
2011,3,17,19,99,-9,9,1013,SE,1.79,0,0
2011,3,17,20,126,-9,9,1014,SE,2.68,0,0
2011,3,17,21,NA,-8,7,1014,cv,0.89,0,0
2011,3,17,22,NA,-8,8,1014,SE,3.13,0,0
2011,3,17,23,NA,-7,7,1013,cv,0.89,0,0
2011,3,18,0,NA,-6,5,1013,SE,3.13,0,0
2011,3,18,1,NA,-6,7,1013,SE,6.26,0,0
2011,3,18,2,NA,-7,7,1012,cv,0.89,0,0
2011,3,18,3,NA,-6,4,1012,NW,1.79,0,0
2011,3,18,4,NA,-5,5,1012,cv,0.45,0,0
2011,3,18,5,NA,-6,3,1011,NW,1.79,0,0
2011,3,18,6,NA,-5,3,1012,NE,1.79,0,0
2011,3,18,7,NA,-4,6,1011,NE,3.58,0,0
2011,3,18,8,NA,-4,7,1012,NE,5.37,0,0
2011,3,18,9,NA,-4,8,1013,cv,0.89,0,0
2011,3,18,10,NA,-4,9,1013,cv,1.78,0,0
2011,3,18,11,NA,-5,11,1013,cv,2.67,0,0
2011,3,18,12,NA,-10,13,1013,NW,13.86,0,0
2011,3,18,13,NA,-17,15,1012,NW,25.04,0,0
2011,3,18,14,NA,-17,15,1012,NW,38,0,0
2011,3,18,15,NA,-15,15,1012,NW,50.07,0,0
2011,3,18,16,NA,-14,14,1013,NW,63.03,0,0
2011,3,18,17,NA,-14,13,1013,NW,70.18,0,0
2011,3,18,18,NA,-14,13,1014,NW,78.23,0,0
2011,3,18,19,NA,-12,11,1016,NW,85.38,0,0
2011,3,18,20,NA,-12,10,1017,NW,91.19,0,0
2011,3,18,21,NA,-11,8,1019,NW,94.32,0,0
2011,3,18,22,NA,-11,5,1018,NE,3.13,0,0
2011,3,18,23,NA,-12,6,1018,NW,1.79,0,0
2011,3,19,0,NA,-10,3,1019,cv,0.45,0,0
2011,3,19,1,NA,-9,2,1018,cv,1.34,0,0
2011,3,19,2,NA,-11,2,1018,NE,1.79,0,0
2011,3,19,3,NA,-10,2,1018,cv,0.89,0,0
2011,3,19,4,NA,-10,2,1018,SE,1.79,0,0
2011,3,19,5,NA,-8,0,1019,cv,0.89,0,0
2011,3,19,6,NA,-10,2,1019,NW,1.79,0,0
2011,3,19,7,NA,-8,0,1020,cv,0.89,0,0
2011,3,19,8,NA,-6,3,1021,cv,1.34,0,0
2011,3,19,9,NA,-7,5,1021,SE,1.79,0,0
2011,3,19,10,NA,-8,7,1020,SE,3.58,0,0
2011,3,19,11,NA,-8,10,1020,SE,5.37,0,0
2011,3,19,12,NA,-10,13,1019,SE,7.16,0,0
2011,3,19,13,NA,-11,13,1018,SE,11.18,0,0
2011,3,19,14,NA,-12,15,1016,SE,16.1,0,0
2011,3,19,15,NA,-12,14,1015,SE,21.02,0,0
2011,3,19,16,NA,-12,14,1014,SE,25.94,0,0
2011,3,19,17,NA,-9,13,1014,SE,29.07,0,0
2011,3,19,18,NA,-8,12,1014,SE,32.2,0,0
2011,3,19,19,NA,-7,11,1015,SE,36.22,0,0
2011,3,19,20,NA,-7,10,1015,SE,39.35,0,0
2011,3,19,21,NA,-7,9,1015,SE,43.37,0,0
2011,3,19,22,NA,-6,8,1015,SE,45.16,0,0
2011,3,19,23,NA,-5,7,1015,SE,46.95,0,0
2011,3,20,0,NA,-4,7,1015,SE,50.08,0,0
2011,3,20,1,NA,-5,7,1014,SE,54.1,0,0
2011,3,20,2,NA,-5,7,1015,cv,0.89,0,0
2011,3,20,3,NA,-4,6,1014,cv,1.78,0,0
2011,3,20,4,NA,-5,5,1013,SE,1.79,0,0
2011,3,20,5,NA,-4,4,1013,NE,0.89,0,0
2011,3,20,6,NA,-5,5,1015,NW,0.89,0,0
2011,3,20,7,NA,-4,4,1016,SE,1.79,0,0
2011,3,20,8,NA,-3,6,1017,cv,0.89,0,0
2011,3,20,9,NA,-6,8,1016,SE,3.13,0,0
2011,3,20,10,NA,-4,9,1018,SE,8.05,0,0
2011,3,20,11,NA,-3,10,1017,SE,12.97,0,0
2011,3,20,12,NA,-3,10,1017,SE,18.78,0,0
2011,3,20,13,NA,-4,10,1016,SE,23.7,0,0
2011,3,20,14,NA,-4,10,1016,SE,28.62,0,0
2011,3,20,15,NA,-4,10,1015,SE,34.43,0,0
2011,3,20,16,NA,-5,9,1015,SE,40.24,0,0
2011,3,20,17,NA,-5,8,1015,SE,46.05,0,0
2011,3,20,18,NA,-5,6,1015,SE,50.07,0,0
2011,3,20,19,NA,-6,5,1016,SE,53.2,0,0
2011,3,20,20,NA,-5,4,1017,SE,57.22,0,0
2011,3,20,21,NA,-5,4,1018,SE,60.35,0,0
2011,3,20,22,NA,-6,3,1019,SE,62.14,0,0
2011,3,20,23,NA,-5,3,1021,cv,0.45,0,0
2011,3,21,0,NA,-6,0,1021,NE,0.89,0,0
2011,3,21,1,NA,-6,1,1022,NW,0.89,0,0
2011,3,21,2,NA,-4,-1,1022,NE,0.89,0,0
2011,3,21,3,NA,-5,-1,1023,NW,3.13,0,0
2011,3,21,4,NA,-5,-1,1022,NW,6.26,0,0
2011,3,21,5,NA,-10,4,1024,NW,13.41,0,0
2011,3,21,6,NA,-13,3,1025,NW,18.33,0,0
2011,3,21,7,NA,-16,4,1027,NW,26.38,0,0
2011,3,21,8,NA,-16,4,1028,NW,33.53,0,0
2011,3,21,9,NA,-21,3,1029,NW,40.68,0,0
2011,3,21,10,NA,-22,4,1029,NW,49.62,0,0
2011,3,21,11,NA,-23,5,1028,NW,55.43,0,0
2011,3,21,12,NA,-22,7,1028,NW,59.45,0,0
2011,3,21,13,NA,-23,8,1027,NW,69.28,0,0
2011,3,21,14,NA,-23,9,1026,NW,78.22,0,0
2011,3,21,15,NA,-22,9,1025,NW,85.37,0,0
2011,3,21,16,13,-24,9,1025,NW,93.42,0,0
2011,3,21,17,13,-23,9,1025,NW,100.57,0,0
2011,3,21,18,28,-22,8,1025,NW,107.72,0,0
2011,3,21,19,33,-21,7,1027,NW,116.66,0,0
2011,3,21,20,14,-21,6,1028,NW,124.71,0,0
2011,3,21,21,20,-23,4,1030,NW,132.76,0,0
2011,3,21,22,23,-24,4,1031,NW,142.59,0,0
2011,3,21,23,24,-24,3,1031,NW,150.64,0,0
2011,3,22,0,17,-24,3,1031,NW,159.58,0,0
2011,3,22,1,12,-24,2,1031,NW,166.73,0,0
2011,3,22,2,12,-24,2,1031,NW,173.88,0,0
2011,3,22,3,9,-24,2,1031,NW,182.82,0,0
2011,3,22,4,8,-23,1,1031,NW,186.84,0,0
2011,3,22,5,9,-22,0,1031,NW,189.97,0,0
2011,3,22,6,15,-19,-1,1032,SE,3.13,0,0
2011,3,22,7,13,-22,1,1031,NW,3.13,0,0
2011,3,22,8,13,-22,3,1031,NW,7.15,0,0
